"objectid","oberflur_nummer","art_txt","subart_txt","verlegejahr","eigentuemer_txt","geometry"
"2009","383","Oberflurhydrant","Zweiarmig","2011","öffentlich","POINT (2683044.8 1247519.6)"
"2010","","Unterflurhydrant","Zweiarmig","1973","öffentlich","POINT (2683057.5 1247533.1)"
"2011","1941","Oberflurhydrant","Zweiarmig","1990","öffentlich","POINT (2682061.8 1252298.1)"
"2012","499","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2682816.2 1247584.8)"
"2013","1282","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2682810.2 1247560.8)"
"2014","","Unterflurhydrant","Zweiarmig","1979","öffentlich","POINT (2682836.5 1247514.2)"
"2015","500","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2682843.8 1247626.5)"
"2016","1940","Oberflurhydrant","Zweiarmig","1990","öffentlich","POINT (2682112.8 1252287.8)"
"2017","","Unterflurhydrant","Zweiarmig","1984","öffentlich","POINT (2682955.8 1247711.4)"
"2018","313","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2682897.8 1247708.9)"
"2019","","Unterflurhydrant","Zweiarmig","1983","öffentlich","POINT (2682868 1247632.8)"
"2020","1556","Oberflurhydrant","Zweiarmig","1988","öffentlich","POINT (2680213.2 1250632.5)"
"2021","1787","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2682208 1252286.6)"
"2022","420","Oberflurhydrant","Zweiarmig","1985","öffentlich","POINT (2683038.5 1247707)"
"2023","","Unterflurhydrant","Zweiarmig","1902","öffentlich","POINT (2680867.2 1247881.8)"
"2024","","Unterflurhydrant","Zweiarmig","1983","öffentlich","POINT (2685034.5 1247781.4)"
"2025","","Unterflurhydrant","Zweiarmig","1983","öffentlich","POINT (2685093.8 1247773.4)"
"2026","1218","Oberflurhydrant","Zweiarmig","1990","öffentlich","POINT (2684885.5 1247962.2)"
"2027","2077","Oberflurhydrant","Zweiarmig","1993","öffentlich","POINT (2684945.2 1247836.8)"
"2028","","Unterflurhydrant","Zweiarmig","1982","öffentlich","POINT (2681946.8 1247849.4)"
"2029","","Unterflurhydrant","Zweiarmig","1982","öffentlich","POINT (2681965.2 1247896.6)"
"2030","","Unterflurhydrant","Zweiarmig","1982","öffentlich","POINT (2682004.8 1247822.4)"
"2031","","Unterflurhydrant","Zweiarmig","1972","öffentlich","POINT (2682168 1247750.4)"
"2032","","Unterflurhydrant","Zweiarmig","1944","öffentlich","POINT (2679714.8 1246929.5)"
"2033","","Unterflurhydrant","Zweiarmig","1940","öffentlich","POINT (2679661 1246948.8)"
"2034","","Unterflurhydrant","Zweiarmig","1940","öffentlich","POINT (2679566 1247001.5)"
"2035","","Unterflurhydrant","Zweiarmig","1950","öffentlich","POINT (2679740.2 1247040)"
"2036","","Unterflurhydrant","Zweiarmig","1950","öffentlich","POINT (2679683.5 1247076.1)"
"2037","","Unterflurhydrant","Zweiarmig","1950","öffentlich","POINT (2679624.2 1247102.2)"
"2038","","Unterflurhydrant","Zweiarmig","1963","öffentlich","POINT (2679652.5 1247155.5)"
"2039","1917","Oberflurhydrant","Zweiarmig","1989","öffentlich","POINT (2683051.2 1252955.1)"
"2040","","Unterflurhydrant","Zweiarmig","1958","öffentlich","POINT (2679602 1247256.9)"
"2041","","Unterflurhydrant","Zweiarmig","1953","öffentlich","POINT (2679540.2 1247275.4)"
"2042","","Unterflurhydrant","Zweiarmig","1960","öffentlich","POINT (2679719.8 1247281.6)"
"2043","","Unterflurhydrant","Zweiarmig","1961","öffentlich","POINT (2679766.8 1247250.6)"
"2044","2545","Oberflurhydrant","Zweiarmig","1993","öffentlich","POINT (2679768 1247169.2)"
"2045","","Unterflurhydrant","Zweiarmig","1986","öffentlich","POINT (2682094.2 1247998.1)"
"2046","","Unterflurhydrant","Zweiarmig","1983","öffentlich","POINT (2681970.8 1248070.4)"
"2047","","Unterflurhydrant","Zweiarmig","1989","öffentlich","POINT (2681910.8 1248105.2)"
"2048","","Unterflurhydrant","Zweiarmig","1983","öffentlich","POINT (2683832 1247399.1)"
"2049","44","Oberflurhydrant","Zweiarmig","1983","öffentlich","POINT (2683953.2 1247460.4)"
"2050","","Unterflurhydrant","Zweiarmig","1969","öffentlich","POINT (2687228.2 1251112)"
"2051","","Unterflurhydrant","Zweiarmig","1941","öffentlich","POINT (2683906.5 1247519.8)"
"2052","","Unterflurhydrant","Zweiarmig","1940","öffentlich","POINT (2679472.2 1247057.8)"
"2053","","Unterflurhydrant","Zweiarmig","1938","öffentlich","POINT (2679300.2 1247261)"
"2054","","Unterflurhydrant","Zweiarmig","1935","öffentlich","POINT (2679326.2 1247216.1)"
"2055","","Unterflurhydrant","Zweiarmig","1935","öffentlich","POINT (2679368.5 1247181.2)"
"2056","","Unterflurhydrant","Zweiarmig","1933","öffentlich","POINT (2679297.5 1247183)"
"2057","","Unterflurhydrant","Zweiarmig","1933","öffentlich","POINT (2679261.5 1247225.2)"
"2058","1746","Oberflurhydrant","Zweiarmig","1990","öffentlich","POINT (2679398 1247129.2)"
"2059","","Unterflurhydrant","Zweiarmig","1940","öffentlich","POINT (2679435.8 1247103.2)"
"2060","","Unterflurhydrant","Zweiarmig","1973","öffentlich","POINT (2683865.5 1247634.1)"
"2061","2551","Oberflurhydrant","Zweiarmig","1994","öffentlich","POINT (2680805.2 1249301.4)"
"2062","1593","Oberflurhydrant","Zweiarmig","1988","öffentlich","POINT (2681308.5 1247377.1)"
"2063","","Unterflurhydrant","Zweiarmig","1932","öffentlich","POINT (2681390 1247463.4)"
"2064","1300","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2681418.8 1247345.2)"
"2065","1000","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2684677.5 1247824.2)"
"2066","","Unterflurhydrant","Zweiarmig","1972","öffentlich","POINT (2684628.8 1247886.1)"
"2067","","Unterflurhydrant","Zweiarmig","1972","öffentlich","POINT (2684652 1247925.9)"
"2068","","Unterflurhydrant","Zweiarmig","1972","öffentlich","POINT (2684673.2 1247880)"
"2069","","Unterflurhydrant","Zweiarmig","1932","öffentlich","POINT (2681390.5 1247518.4)"
"2070","","Unterflurhydrant","Zweiarmig","1973","öffentlich","POINT (2684646.8 1247961.1)"
"2071","","Unterflurhydrant","Zweiarmig","1911","öffentlich","POINT (2681513.5 1247541.2)"
"2072","","Unterflurhydrant","Zweiarmig","1896","öffentlich","POINT (2681367.8 1247652)"
"2073","","Unterflurhydrant","Zweiarmig","1983","öffentlich","POINT (2681432 1247624.4)"
"2074","","Unterflurhydrant","Zweiarmig","1983","öffentlich","POINT (2681389.2 1247586.5)"
"2075","","Unterflurhydrant","Zweiarmig","1898","öffentlich","POINT (2681308 1247597.1)"
"2076","","Unterflurhydrant","Zweiarmig","1974","öffentlich","POINT (2684656.2 1247987)"
"2077","","Unterflurhydrant","Zweiarmig","1972","öffentlich","POINT (2684663.8 1248009)"
"2078","","Unterflurhydrant","Zweiarmig","1974","öffentlich","POINT (2684630 1248088.9)"
"2079","","Unterflurhydrant","Zweiarmig","1972","öffentlich","POINT (2684642.2 1248092)"
"2080","176","Oberflurhydrant","Zweiarmig","1985","öffentlich","POINT (2684610.5 1248141.9)"
"2081","1199","Oberflurhydrant","Zweiarmig","1989","öffentlich","POINT (2684809.8 1248140.2)"
"2082","","Unterflurhydrant","Zweiarmig","1916","öffentlich","POINT (2684861.8 1248100.4)"
"2083","2575","Oberflurhydrant","Zweiarmig","1995","öffentlich","POINT (2678411 1248908.5)"
"2084","1378","Oberflurhydrant","Zweiarmig","1989","öffentlich","POINT (2682514.5 1247462.8)"
"2085","1493","Oberflurhydrant","Zweiarmig","1993","öffentlich","POINT (2682760.5 1247469.6)"
"2086","1409","Oberflurhydrant","Zweiarmig","1990","öffentlich","POINT (2682683.2 1247454.9)"
"2087","","Unterflurhydrant","Zweiarmig","1978","öffentlich","POINT (2682649.5 1247475)"
"2088","","Unterflurhydrant","Zweiarmig","1979","öffentlich","POINT (2682609 1247399.8)"
"2089","1452","Oberflurhydrant","Zweiarmig","1992","öffentlich","POINT (2682580.8 1247358.2)"
"2090","140","Oberflurhydrant","Zweiarmig","1985","öffentlich","POINT (2683404.5 1248044.1)"
"2091","","Unterflurhydrant","Zweiarmig","1983","öffentlich","POINT (2683432 1248012.4)"
"2092","1379","Oberflurhydrant","Zweiarmig","1989","öffentlich","POINT (2682615.8 1247689.5)"
"2093","","Unterflurhydrant","Zweiarmig","1978","öffentlich","POINT (2682668.5 1247527.4)"
"2094","","Unterflurhydrant","Zweiarmig","1982","öffentlich","POINT (2683453.5 1248000.2)"
"2095","","Unterflurhydrant","Zweiarmig","1979","öffentlich","POINT (2683503.2 1248101.2)"
"2096","1380","Oberflurhydrant","Zweiarmig","1989","öffentlich","POINT (2682589 1247634.1)"
"2097","","Unterflurhydrant","Zweiarmig","1979","öffentlich","POINT (2683491.8 1247969.1)"
"2098","1488","Oberflurhydrant","Zweiarmig","1992","öffentlich","POINT (2682558 1247577.2)"
"2099","","Unterflurhydrant","Zweiarmig","1979","öffentlich","POINT (2683590 1248095.4)"
"2100","2042","Oberflurhydrant","Zweiarmig","1992","öffentlich","POINT (2683614.5 1248041.5)"
"2101","","Unterflurhydrant","Zweiarmig","1979","öffentlich","POINT (2683655 1247986.2)"
"2102","","Unterflurhydrant","Zweiarmig","1980","öffentlich","POINT (2683665 1247939.4)"
"2103","","Unterflurhydrant","Zweiarmig","1990","öffentlich","POINT (2683454.5 1248068.8)"
"2104","2766","Oberflurhydrant","Zweiarmig","1992","öffentlich","POINT (2685817.8 1251185.5)"
"2105","323","Oberflurhydrant","Zweiarmig","1982","öffentlich","POINT (2681842 1247585.1)"
"2106","2346","Oberflurhydrant","Zweiarmig","1996","öffentlich","POINT (2682631.8 1244871.9)"
"2107","2820","Oberflurhydrant","Zweiarmig","1994","öffentlich","POINT (2685879.2 1251283.6)"
"2108","324","Oberflurhydrant","Zweiarmig","1982","öffentlich","POINT (2681879.8 1247550.9)"
"2109","425","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2681760 1247595.4)"
"2110","1267","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2681802.2 1247618.5)"
"2111","","Unterflurhydrant","Zweiarmig","1983","öffentlich","POINT (2681698 1247672.1)"
"2112","519","Oberflurhydrant","Zweiarmig","1983","öffentlich","POINT (2681801.2 1247664.4)"
"2113","","Unterflurhydrant","Zweiarmig","1983","öffentlich","POINT (2681850.5 1247697.9)"
"2114","","Unterflurhydrant","Zweiarmig","1958","öffentlich","POINT (2686564.8 1251100)"
"2115","1808","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2681567.2 1253208.1)"
"2116","","Unterflurhydrant","Zweiarmig","1962","öffentlich","POINT (2685067.8 1250811.9)"
"2117","","Unterflurhydrant","Zweiarmig","1972","öffentlich","POINT (2685148 1250838.9)"
"2118","","Unterflurhydrant","Zweiarmig","1961","öffentlich","POINT (2686456.2 1251039.8)"
"2119","","Unterflurhydrant","Zweiarmig","1958","öffentlich","POINT (2686475.5 1251107.1)"
"2120","2768","Oberflurhydrant","Zweiarmig","1992","öffentlich","POINT (2686391.5 1251167.4)"
"2121","","Unterflurhydrant","Zweiarmig","1970","öffentlich","POINT (2679068.2 1247263.2)"
"2122","481","Oberflurhydrant","Zweiarmig","1985","öffentlich","POINT (2682227.2 1247930.4)"
"2123","355","Oberflurhydrant","Zweiarmig","1981","öffentlich","POINT (2679726.8 1246423)"
"2124","2536","Oberflurhydrant","Zweiarmig","1992","öffentlich","POINT (2682088.8 1248082)"
"2125","","Unterflurhydrant","Zweiarmig","1972","öffentlich","POINT (2679230.5 1246827.6)"
"2126","1461","Oberflurhydrant","Zweiarmig","1992","öffentlich","POINT (2682292.5 1247603.9)"
"2127","1323","Oberflurhydrant","Zweiarmig","1988","öffentlich","POINT (2679291.5 1246805.8)"
"2128","1359","Oberflurhydrant","Zweiarmig","2011","öffentlich","POINT (2682381.2 1247353)"
"2129","","Unterflurhydrant","Zweiarmig","1973","öffentlich","POINT (2682405.5 1247370.4)"
"2130","201","Oberflurhydrant","Zweiarmig","1985","öffentlich","POINT (2685021.2 1247106.9)"
"2131","202","Oberflurhydrant","Zweiarmig","1985","öffentlich","POINT (2685020 1247007.1)"
"2132","","Unterflurhydrant","Zweiarmig","1974","öffentlich","POINT (2682236.5 1247426.8)"
"2133","","Unterflurhydrant","Zweiarmig","1981","öffentlich","POINT (2682243.8 1247526.8)"
"2134","","Unterflurhydrant","Zweiarmig","1980","öffentlich","POINT (2682300.2 1247518.9)"
"2135","","Unterflurhydrant","Zweiarmig","1982","öffentlich","POINT (2682204 1247440.2)"
"2136","2148","Oberflurhydrant","Zweiarmig","1995","öffentlich","POINT (2683236.8 1249903.9)"
"2137","2149","Oberflurhydrant","Zweiarmig","1995","öffentlich","POINT (2683267.8 1250018.6)"
"2138","","Unterflurhydrant","Zweiarmig","1908","öffentlich","POINT (2685143.2 1246979.2)"
"2139","","Unterflurhydrant","Zweiarmig","1908","öffentlich","POINT (2685139 1247028.1)"
"2140","","Unterflurhydrant","Zweiarmig","1907","öffentlich","POINT (2685144 1247090.9)"
"2141","","Unterflurhydrant","Zweiarmig","1908","öffentlich","POINT (2685164.2 1247144.2)"
"2142","2150","Oberflurhydrant","Zweiarmig","2011","öffentlich","POINT (2685908 1248943)"
"2143","204","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2685182.2 1247217.6)"
"2144","200","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2684997.2 1247191)"
"2145","1014","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2685161.5 1247272.9)"
"2146","1362","Oberflurhydrant","Zweiarmig","1992","öffentlich","POINT (2682318.8 1247600.5)"
"2147","185","Oberflurhydrant","Zweiarmig","1985","öffentlich","POINT (2684898 1247217.9)"
"2148","1032","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2684938.8 1247242.5)"
"2149","1012","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2684903.2 1247343)"
"2150","","Unterflurhydrant","Zweiarmig","1967","öffentlich","POINT (2685028 1247283.4)"
"2151","1015","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2685124.2 1247326)"
"2152","1446","Oberflurhydrant","Zweiarmig","1991","öffentlich","POINT (2682928 1247896)"
"2153","421","Oberflurhydrant","Zweiarmig","1985","öffentlich","POINT (2682981.8 1247946.9)"
"2154","422","Oberflurhydrant","Zweiarmig","1985","öffentlich","POINT (2683008 1247988.9)"
"2155","1444","Oberflurhydrant","Zweiarmig","1991","öffentlich","POINT (2683006.2 1247852.4)"
"2156","1441","Oberflurhydrant","Zweiarmig","1991","öffentlich","POINT (2683020.2 1247903.8)"
"2157","1442","Oberflurhydrant","Zweiarmig","1991","öffentlich","POINT (2683045 1247913.5)"
"2158","1440","Oberflurhydrant","Zweiarmig","1991","öffentlich","POINT (2683056.5 1247959.4)"
"2159","1458","Oberflurhydrant","Zweiarmig","1992","öffentlich","POINT (2683069.2 1247824)"
"2160","1484","Oberflurhydrant","Zweiarmig","1992","öffentlich","POINT (2683088 1247880.1)"
"2161","1020","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2684657.5 1246730.2)"
"2162","2010","Oberflurhydrant","Zweiarmig","1990","öffentlich","POINT (2684792.5 1246561.5)"
"2163","1443","Oberflurhydrant","Zweiarmig","1991","öffentlich","POINT (2682976.2 1247843.6)"
"2164","","Unterflurhydrant","Zweiarmig","1979","öffentlich","POINT (2684881.2 1246707.8)"
"2165","1072","Oberflurhydrant","Zweiarmig","1987","öffentlich","POINT (2684892.5 1246752.1)"
"2166","2340","Oberflurhydrant","Zweiarmig","1995","öffentlich","POINT (2682514 1247734.5)"
"2167","2016","Oberflurhydrant","Zweiarmig","1991","öffentlich","POINT (2684662.8 1246607.9)"
"2168","2011","Oberflurhydrant","Zweiarmig","1991","öffentlich","POINT (2684719.5 1246632.1)"
"2169","","Unterflurhydrant","Zweiarmig","1979","öffentlich","POINT (2684770 1246665.1)"
"2170","","Unterflurhydrant","Zweiarmig","1979","öffentlich","POINT (2684827.2 1246683.6)"
"2171","1022","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2684677.2 1246809.9)"
"2172","361","Oberflurhydrant","Zweiarmig","1989","öffentlich","POINT (2679393.5 1245255.5)"
"2173","1455","Oberflurhydrant","Zweiarmig","1991","öffentlich","POINT (2682249.2 1247978.2)"
"2174","1454","Oberflurhydrant","Zweiarmig","1991","öffentlich","POINT (2682189.8 1248018.9)"
"2175","363","Oberflurhydrant","Zweiarmig","1989","öffentlich","POINT (2679442.8 1245029.9)"
"2176","364","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2679477.8 1244971)"
"2178","1028","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2684622.2 1246845.6)"
"2179","1029","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2684651 1246881.2)"
"2180","1027","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2684680.8 1246910.1)"
"2181","1818","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2685426.2 1250840.8)"
"2182","2839","Oberflurhydrant","Zweiarmig","1996","öffentlich","POINT (2684445 1250834.1)"
"2183","1071","Oberflurhydrant","Zweiarmig","1987","öffentlich","POINT (2684897.8 1246842.5)"
"2184","","Unterflurhydrant","Zweiarmig","1981","öffentlich","POINT (2684748.5 1246955.8)"
"2185","1030","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2684778.8 1246972.1)"
"2186","1183","Oberflurhydrant","Zweiarmig","1989","öffentlich","POINT (2684909.2 1246570.2)"
"2190","2084","Oberflurhydrant","Zweiarmig","1993","öffentlich","POINT (2684821.5 1246797.9)"
"2191","1019","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2684618.8 1246787.4)"
"2192","","Unterflurhydrant","Zweiarmig","1978","öffentlich","POINT (2684302.2 1247025.9)"
"2193","","Unterflurhydrant","Zweiarmig","1978","öffentlich","POINT (2684352 1246976.5)"
"2194","","Unterflurhydrant","Zweiarmig","1980","öffentlich","POINT (2683473 1247862.6)"
"2195","","Unterflurhydrant","Zweiarmig","1981","öffentlich","POINT (2683478.2 1247891.2)"
"2196","","Unterflurhydrant","Zweiarmig","1979","öffentlich","POINT (2683525.8 1247869)"
"2197","","Unterflurhydrant","Zweiarmig","1983","öffentlich","POINT (2683512.8 1247900.1)"
"2198","2054","Oberflurhydrant","Zweiarmig","1992","öffentlich","POINT (2683558.5 1247872.9)"
"2199","2134","Oberflurhydrant","Zweiarmig","1995","öffentlich","POINT (2684339.8 1247102.6)"
"2200","2133","Oberflurhydrant","Zweiarmig","1995","öffentlich","POINT (2684389.2 1247129.2)"
"2201","2145","Oberflurhydrant","Zweiarmig","1995","öffentlich","POINT (2684455 1247175.4)"
"2202","","Unterflurhydrant","Zweiarmig","1976","öffentlich","POINT (2683771.8 1247785.8)"
"2203","","Unterflurhydrant","Zweiarmig","1983","öffentlich","POINT (2683746.8 1247728)"
"2204","","Unterflurhydrant","Zweiarmig","1979","öffentlich","POINT (2683622.2 1247731.9)"
"2205","2822","Oberflurhydrant","Zweiarmig","1995","öffentlich","POINT (2684136.2 1253525.2)"
"2206","2780","Oberflurhydrant","Zweiarmig","1993","öffentlich","POINT (2681970 1253065.9)"
"2207","1016","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2684308.2 1247274.6)"
"2208","408","Oberflurhydrant","Zweiarmig","1985","öffentlich","POINT (2682251 1248049.2)"
"2209","","Unterflurhydrant","Zweiarmig","1986","öffentlich","POINT (2684359.5 1247312.8)"
"2210","1017","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2684422.8 1247329.9)"
"2211","1018","Oberflurhydrant","Zweiarmig","1986","öffentlich","POINT (2684460.8 1247351.6)"
"2212","2779","Oberflurhydrant","Zweiarmig","1993","öffentlich","POINT (2683345 1253046.4)"
"2213","","Unterflurhydrant","Zweiarmig","1944","öffentlich","POINT (2683450.8 1253051.9)"
"2214","","Unterflurhydrant","Zweiarmig","1980","öffentlich","POINT (2683477 1247783.8)"
"2215","","Unterflurhydrant","Zweiarmig","1980","öffentlich","POINT (2683484.5 1247820.1)"
"2216","","Unterflurhydrant","Zweiarmig","1980","öffentlich","POINT (2683517.8 1247822)"
"2217","","Unterflurhydrant","Zweiarmig","1980","öffentlich","POINT (2683531.8 1247773.8)"
"2218","","Unterflurhydrant","Zweiarmig","1980","öffentlich","POINT (2683525 1247711.2)"
"2219","2146","Oberflurhydrant","Zweiarmig","1995","öffentlich","POINT (2684570.2 1247247.6)"
"2220","141","Oberflurhydrant","Zweiarmig","2004","öffentlich","POINT (2685570 1246625.6)"
"2221","","Unterflurhydrant","Zweiarmig","1980","öffentlich","POINT (2683571 1247725.5)"
